1701129463.063	0
1701129463.094	0
1701129463.125	0
1701129463.156	0
1701129463.187	0
1701129463.218	0
1701129463.249	0
1701129463.28	0
1701129463.311	0
1701129463.342	0
1701129463.373	0
1701129463.404	0
1701129463.435	0
1701129463.466	0
1701129463.497	0
1701129463.528	0
1701129463.559	0
1701129463.59	0
1701129463.621	0
1701129463.652	0
1701129463.683	0
1701129463.714	0
1701129463.745	0
1701129463.776	0
1701129463.807	0
1701129463.838	0
1701129463.869	0
1701129463.9	0
1701129463.931	0
1701129463.962	0
1701129463.993	0
1701129464.024	0
1701129464.055	0
1701129464.086	0
1701129464.118	0
1701129464.148	0
1701129464.179	0
1701129464.21	0
1701129464.241	0
1701129464.272	0
1701129464.303	0
1701129464.334	0
1701129464.365	0
1701129464.396	0
1701129464.427	0
1701129464.458	0
1701129464.489	0
1701129464.52	0
1701129464.551	0
1701129464.582	0
1701129464.613	0
1701129464.644	0
1701129464.675	0
1701129464.706	0
1701129464.737	0
1701129464.768	0
1701129464.799	0
1701129464.83	0
1701129464.861	0
1701129464.892	0
1701129464.923	0
1701129464.954	0
1701129464.985	0
1701129465.016	0
1701129465.047	0
1701129465.078	0
1701129465.109	0
1701129465.14	0
1701129465.171	0
1701129465.202	0
1701129465.233	0
1701129465.264	0
1701129465.296	0
1701129465.326	0
1701129465.357	0
1701129465.388	0
1701129465.42	0
1701129465.45	0
1701129465.481	0
1701129465.512	0
1701129465.543	0
1701129465.574	0
1701129465.605	0
1701129465.636	0
1701129465.667	0
1701129465.698	0
1701129465.729	0
1701129465.76	0
1701129465.791	0
1701129465.822	0
1701129465.853	0
1701129465.884	0
1701129465.915	0
1701129465.946	0
1701129465.977	0
1701129466.008	0
1701129466.039	0
1701129466.07	0
1701129466.101	0
1701129466.132	0
1701129466.163	0
1701129466.194	0
1701129466.225	0
1701129466.256	0
1701129466.287	0
1701129466.318	0
1701129466.349	0
1701129466.38	0
1701129466.411	0
1701129466.442	0
1701129466.473	0
1701129466.504	0
1701129466.535	0
1701129466.566	0
1701129466.597	0
1701129466.628	0
1701129466.659	0
1701129466.69	0
1701129466.721	0
1701129466.752	0
1701129466.783	0
1701129466.814	0
1701129466.845	0
1701129466.876	0
1701129466.907	0
1701129466.939	0
1701129466.969	0
1701129467.001	0
